"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Seneadza J.S.; Arku Z.; Kumi D.K.; Boateng S.L.; Boateng R.","Seneadza, Jefferson Seyanya (57209688509); Arku, Zelda (57202299859); Kumi, Desmond Kwadjo (57105696800); Boateng, Sheena Lovia (57189702771); Boateng, Richard (23003527600)","57209688509; 57202299859; 57105696800; 57189702771; 23003527600","AI and Content Creation Research: A Snapshot of What We Know and What We Don’t Know","2025","AI and the Creative Economy: Transforming Content Creation and Influencer Entrepreneurship","","","","36","62","2","10.4324/9781003595717-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004164761&doi=10.4324%2F9781003595717-2&partnerID=40&md5=e631d01f7620ea00b6c0a922cba4edc7","Content creation and distribution have been transformed by artificial intelligence (AI), presenting numerous opportunities and complex challenges. This chapter, a systematic literature review, investigates AI’s influence on content production, identifying ten major themes that exemplify AI’s impact on the creative process at various phases. Utilizing peer-reviewed journal articles from 2021 to 2024 sourced from Scopus, ScienceDirect, and eight senior baskets of Information Systems (IS) journals, the review highlights AI’s transformative potential in content generation, including efficiency, originality, and customization. It explores AI applications in strategy and planning, production, review and editing, publication, promotion, analysis and feedback, and consumer engagement, as well as research and ideation. The review also discusses the legal, ethical, and societal ramifications of AI in creative fields, AI algorithms and prompts, integration frameworks, and human–AI collaboration. AI integration challenges conventional concepts of creativity, suggesting a shift to collaborative intelligence where human and AI talents are complementary. This necessitates novel theoretical frameworks to understand human–AI dynamics in creative processes. Practically, AI tools enhance efficiency and present new opportunities for content creators, requiring ethical standards and transparency to maintain digital content integrity and trust. This review synthesizes current research on AI’s role in content creation, highlighting both opportunities and challenges, and contributes to academic discourse by identifying gaps and proposing new research avenues. For practitioners, it offers insights into AI tools’ practical applications and their potential to revolutionize content creation, informing strategic decisions in digital marketing and creative industries. Future research should focus on developing comprehensive models of human–AI collaboration, exploring AI’s long-term social consequences in creative industries, and addressing ethical questions associated with AI-driven output. Empirical research on customer views and trust in AI-generated content could further enhance human–AI synergy in content development. © 2025 selection and editorial matter, Richard Boateng, Sheena Lovia Boateng, Thomas Anning-Dorson and Obed Kwame Adzaku Penu.","Book chapter","Final","","Scopus","2-s2.0-105004164761"
"Burgess H.; Rajshekhar K.; Zadrozny W.","Burgess, Heather (58337853000); Rajshekhar, Kripa (57192671200); Zadrozny, Wlodek (6603116034)","58337853000; 57192671200; 6603116034","Consumer Product Innovation and the Opportunities for Data Analytics","2023","Innovation Analytics: Tools for Competitive Advantage","","","","19","39","0","10.1142/9781786349989_0002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162710322&doi=10.1142%2F9781786349989_0002&partnerID=40&md5=39890810281a85e31598cc51b7cc23e6","The exponential increase in consumer behavior and product marketing data has not led to a corresponding increase in innovative output at leading Consumer Packaged Goods (CPG) companies. A number of practical barriers remain to the use of Big Data by innovation teams, including limited in-house data science talent, siloed data sources, mismatch in timescales between product development and rapidly changing consumer trends, and lack of integrated e-commerce and Web/Social insight mining capabilities. On the other hand, many promising advances in machine learning, e.g., Natural Language Processing and Third-Wave AI, can help accelerate the convenient use of abundant consumer data for quicker and more efficient CPG innovation. Using a combination of web surveys and face-to-face interviews, this chapter has identified practical concerns of leading innovation executives and their recommendations for technologists, e.g., long-term trend prediction and more direct links to sales/share metrics, as well as going beyond incremental performance marketing to more creative use cases. Responding to practitioner needs, we offer examples of the most promising tools, areas of technology, and illustrative case studies. Starting with practical problems in mind, this chapter offers consumer business leaders a glimpse of the art of the possible, with easy-to-apply examples of how AI-enabled tools and processes can help synthesize and mine e-commerce/Web/Social data for smarter, faster, and more efficient growth and innovation. © 2023 by The Editors.","Book chapter","Final","","Scopus","2-s2.0-85162710322"
"Bushuyev S.; Ivko A.","Bushuyev, Sergiy (6506632335); Ivko, Andrii (58614581700)","6506632335; 58614581700","STUDY OF THE PRINCIPLE OF AUGMENTED COMPETENCY IN THE AUDIT OF IT PROJECTS IN THE ENVIRONMENT OF ARTIFICIAL INTELLIGENCE","2024","Technology Audit and Production Reserves","4","2","","49","53","0","10.15587/2706-5448.2024.310525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011839222&doi=10.15587%2F2706-5448.2024.310525&partnerID=40&md5=a158a444b0e3e77e706dd89972d01ec9","The development of artificial intelligence (AI) is revolutionizing various industries, including IT project management. The object of research is the principle of augmented competence, which is a new approach that uses AI to strengthen and expand the capabilities of IT project teams. The essence of this principle lies in the complementary interaction of AI and the competence of project teams. Instead of replacing project managers, AI complements their competencies (knowledge, skills and experience). One of the hot spots is the application of AI in the process of automating routine tasks, analyzing large volumes of data and providing recommendations and predictions, freeing up time for team members to focus on more complex and creative tasks. The possibility of automating tasks and providing new knowledge, which will significantly improve the efficiency and productivity of the team, has been obtained through the use of the principle of augmented competence. As a result, data-driven recommendations and predictions enable teams to make more informed and effective decisions. Access to new knowledge and insights stimulates innovation and leads to new ideas and solutions, helps identify and mitigate potential risks, which can lead to more successful projects. Applying this principle to IT project management audits will automate software testing with AI, which replaces testers so they can focus on more complex types of testing such as exploratory testing, performs customer data analysis with AI, and enables companies to better understand your customers and their needs, which can lead to better marketing campaigns and products. It is important to note that this principle does not involve replacing project managers with AI. Instead, AI is used as a tool to empower human teams and help them achieve better results. As AI technologies continue to evolve, the principle of augmented competence is likely to play an even more important role in IT project management. AI can help teams overcome complex challenges, make better decisions, and succeed in a more dynamic and competitive environment. © The Author(s) 2024.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105011839222"
"Anand A.","Anand, Arpan (57223359670)","57223359670","Marketing strategies in the gig economy: Challenges and opportunities for freelance marketers","2025","Sustainability and Adaptability of Gig Economies in Global Business","","","","107","139","3","10.4018/979-8-3693-9385-7.ch005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004870858&doi=10.4018%2F979-8-3693-9385-7.ch005&partnerID=40&md5=820a588de79d479413d045c1cfc78d75","This study examines the evolving landscape of freelance marketing in the gig economy, focusing on challenges, opportunities, and adaptation strategies. Through a mixed- methods approach combining surveys (n=287), in- depth interviews (n=25), and platform analysis, the research explores how freelance marketers navigate market competition, income instability, and technological disruption. Findings reveal that successful freelancers employ multi-faceted strategies including personal branding, platform diversification, and niche specialization. The study identifies a significant trend toward hybridization of skills, with 77% of respondents emphasizing the importance of combining creative and technical capabilities. The impact of Industry 4.0 technologies, particularly AI and machine learning, emerges as transformative, with 68% of freelancers actively incorporating these tools into their work. The findings highlight the need for regulatory frameworks addressing gig workers' challenges while emphasizing the growing importance of adaptability and continuous learning in the digital economy. © 2025, IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105004870858"
"Pallant J.","Pallant, Julie (59482508800)","59482508800","Creating Images Using AI: A Step-by-Step Guide to Midjourney","2025","Creating Images Using Ai: A Step-by-Step Guide to Midjourney","","","","1","166","3","10.1201/9781003541677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212714487&doi=10.1201%2F9781003541677&partnerID=40&md5=cfcae2490113631b145ce1d7c74ad821","Creating Images Using AI: A Step-by-Step Guide to Midjourney is an essential resource for professionals and others looking to harness the amazing power of AI-powered image generator programs and to ensure they keep up to date with developments in this rapidly evolving field. This comprehensive guide offers an in-depth exploration of Midjourney, one of the most respected programs available today, used by over 17 million users. The book covers the fundamentals of setting up and using Midjourney through to advanced techniques for crafting precise text- and image-based prompts to ensure high-quality images. Detailed step-by-step instructions are provided to facilitate a thorough understanding of the program, supported throughout by screenshots and examples of Midjourney image output. Included are case studies of talented artists who use Midjourney as a creative tool, with examples of their inspiring art to motivate readers. A dedicated chapter offers resources for photographers, designers, and artists to expand their skills, and to stay up to date with the latest developments in AI technology. Whether you're seeking to enhance your professional toolkit or simply explore AI as a creative outlet, this book offers the knowledge and skills to harness Midjourney’s full potential. For professionals in photography, graphic design, marketing, advertising, and education, it provides the essential tools to stay ahead in a rapidly changing industry. © 2025 Taylor & Francis Group, LLC.","Book","Final","","Scopus","2-s2.0-85212714487"
"Spence C.; Keller S.","Spence, Charles (7102013693); Keller, Steve (57192714299)","7102013693; 57192714299","Sonic branding: A narrative review at the intersection of art and science","2024","Psychology and Marketing","41","7","","1530","1548","17","10.1002/mar.21995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189516031&doi=10.1002%2Fmar.21995&partnerID=40&md5=04d14f40f432888ad5d045ac06ffd849","The field of sonic branding/marketing has grown rapidly in recent years, as has commercial interest in more science-based approaches to the practice, particularly as more brands and agencies look for qualitative and quantitative evidence to support the efficacy of sonic branding. In this research note, we explore the ways in which the design and execution (i.e., the “art”) of sonic branding initiatives can be informed by overlapping approaches and techniques drawn from the sciences, namely psychoacoustics, semiotics, music/auditory cognition, and crossmodal research. We explore whether the rapid growth of generative AI may represent the next major evolution in the design, creation, and assessment of sonic assets, where science and art are used to train AI tools that could one day augment (and potentially disrupt) the work of human sound designers and composers. These developments notwithstanding, it is argued that sonic branding will likely remain as much an art as a science, though basing one's approach on the emerging scientific literature ought to at least tilt the odds of success in the creative's favor. © 2024 The Authors. Psychology & Marketing published by Wiley Periodicals LLC.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85189516031"
"Bhiogade R.; Jain P.; Bhatt H.S.","Bhiogade, Rohit (57221327475); Jain, Paridhi (52163768000); Bhatt, Himanshu S. (36348119700)","57221327475; 52163768000; 36348119700","AART: AI Assisted Review Tool for Marketing Creatives","2020","ACM International Conference Proceeding Series","","","","366","370","1","10.1145/3430984.3430985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098864316&doi=10.1145%2F3430984.3430985&partnerID=40&md5=101e5cea819904528da43c465231aa0c","We demonstrate AART (AI Assisted Review Tool) which is a novel solution for any iterative document review process like marketing creative review. AART presents multiple novel features including creating a rich structured representation for marketing documents, efficiently comparing multiple documents to identify differences, interpreting reviewer's comments (natural language text) and transforming it into pseudo-instructions, and establishing cause-effect relation between the comments and differences. The interactive GUI of AART further provide multiple unique features that assists reviewers to perform their job more efficiently with reduced efforts. © 2021 Owner/Author.","Conference paper","Final","","Scopus","2-s2.0-85098864316"
"Tsakalerou M.; Tynybayeva N.; Abil A.","Tsakalerou, Mariza (56705376500); Tynybayeva, Narkes (59963834600); Abil, Akmaral (57192387788)","56705376500; 59963834600; 57192387788","Bridging Minds and Machines: Emotional Intelligence as Intellectual Capital for Human-AI Collaboration","2025","Proceedings of the European Conference on Knowledge Management, ECKM","2","","","1042","1050","1","10.34190/eckm.26.2.4006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020567255&doi=10.34190%2Feckm.26.2.4006&partnerID=40&md5=6beac9b91b19543d2b37b2f74cb81b60","As AI evolves from a tool to a key collaborator and co-creator across industries, its effectiveness is influenced by humans' abilities to guide, interpret, and refine AI-generated outputs. This study examines how self-awareness, emotional regulation, empathy, adaptability, emotional expression, and interpersonal skills- the core emotional intelligence competencies- moderate human-AI collaboration for creative problem-solving. The research positions emotional intelligence within the intellectual capital framework as a dimension of human capital that enhances both individual performance and organizational capital. Through empirical research with marketing professionals, the study ranks emotional intelligence competencies based on how they improve AI-generated creative outputs. The findings reveal that emotional expression is the most effective competency for enhancing creative outcomes, while adaptability shows negligible influence. This evidence suggests that professionals who can communicate emotional context effectively generate more innovative AI responses than those who focus solely on technical parameters. The study further examines professionals' specific interaction strategies, comparing emotionally informed prompt engineering, iterative refinement, and role-based interaction approaches. The results indicate that prompt clarity consistently ranks as the most effective strategy for enhancing AI responses, while emotional context remains significantly underutilized despite empirical evidence supporting its benefits. This gap between research findings and current professional practice highlights an important opportunity for targeted emotional intelligence development within organizations adopting AI technologies. Indeed, while the emotional context of human-AI interaction remains underutilized despite its proven benefits, organizations that invest in emotional intelligence competencies can achieve improved technological integration, effectively connecting human creativity with AI capabilities. The research presents a structured framework for developing these competencies, with a particular emphasis on emotional expression and contextual prompting techniques. These findings carry significant implications for businesses creating AI implementation strategies, educators designing curricula for future professionals, and policymakers setting guidelines for responsible AI adoption, all while aiming to enhance AI-driven creativity without sacrificing human-centered innovation principles. © 2025 Academic Conferences Limited. All rights reserved.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105020567255"
"Pavone G.","Pavone, Giulia (58033477600)","58033477600","Generative AI in the Learning Process: Threat or Tool? Understanding the Role of Self-Esteem and Academic Anxiety in Shaping Student Motivations","2025","Journal of Marketing Education","","","02734753251346857","","","6","10.1177/02734753251346857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009431205&doi=10.1177%2F02734753251346857&partnerID=40&md5=b57e140352db8ceca0961da6de44d82b","The rise of Generative Artificial Intelligence (GenAI) is reshaping higher education, particularly in marketing, where creativity and strategic thinking are essential. To ensure its meaningful integration into learning environments, it is crucial to understand how students engage with GenAI. Drawing on Self-Regulated Learning Theory, this study examines (a) students’ motivations to integrate GenAI into the learning process; (b) the role of self-esteem and academic anxiety in shaping these motivations; and (c) how these factors affect students’ satisfaction with GenAI-supported learning. Using a mixed-methods approach, Study 1 qualitatively explored students’ motivations through a classroom project; Study 2 surveyed 250 students to test the impact of self-esteem and academic anxiety on motivations and satisfaction. Results show that students with high self-esteem perceive GenAI as enhancing creative thinking and enjoyment; they also report improved perceptions of academic performance, greater dependence on GenAI, fewer concerns about the legitimacy of AI-assisted work and automation risks. In contrast, students with high academic anxiety, while recognizing benefits in creative thinking and enjoyment, express heightened concerns about academic legitimacy and automation fears, potentially viewing GenAI as a threat. These findings underscore the importance of tailoring AI integration strategies to students’ psychological traits and motivations in marketing education. © The Author(s) 2025","Article","Article in press","","Scopus","2-s2.0-105009431205"
"Eriksson T.; Bigi A.; Bonera M.","Eriksson, Theresa (57203066773); Bigi, Alessandro (43361047400); Bonera, Michelle (42960945500)","57203066773; 43361047400; 42960945500","Think with me, or think for me? On the future role of artificial intelligence in marketing strategy formulation","2020","TQM Journal","32","4","","795","814","142","10.1108/TQM-12-2019-0303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083731847&doi=10.1108%2FTQM-12-2019-0303&partnerID=40&md5=aa8590928095384c37af8cd0cee87850","Purpose: This paper explores if and how Artificial Intelligence can contribute to marketing strategy formulation. Design/methodology/approach: Qualitative research based on exploratory in-depth interviews with industry experts currently working with artificial intelligence tools. Findings: Key themes include: (1) Importance of AI in strategic marketing decision management; (2) Presence of AI in strategic decision management; (3) Role of AI in strategic decision management; (4) Importance of business culture for the use of AI; (5) Impact of AI on the business’ organizational model. A key consideration is a “creative-possibility perspective,” highlighting the future potential to use AI not only for rational but also for creative thinking purposes. Research limitations/implications: This work is focused only on strategy creation as a deliberate process. For this, AI can be used as an effective response to the external contingencies of high volumes of data and uncertain environmental conditions, as well as being an effective response to the external contingencies of limited managerial cognition. A key future consideration is a “creative-possibility perspective.” Practical implications: A practical extension of the Gartner Analytics Ascendancy Model (Maoz, 2013). Originality/value: This paper aims to contribute knowledge relating to the role of AI in marketing strategy formulation and explores the potential avenues for future use of AI in the strategic marketing process. This is explored through the lens of contingency theory, and additionally, findings are expressed using the Gartner analytics ascendancy model. © 2020, Emerald Publishing Limited.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85083731847"
"Zinchenko V.V.; Abasov M.F.","Zinchenko, Viktor V. (56244928700); Abasov, Mir Faraj (58847006800)","56244928700; 58847006800","AI Transformation and the Economy Based on Information: Toward a New Balance of Power","2026","Contributions to International Relations","Part F1401","","","113","124","0","10.1007/978-3-032-13528-5_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029233875&doi=10.1007%2F978-3-032-13528-5_8&partnerID=40&md5=0eed0cf1ac47a591ef78b5ee642bcbd4","In the twenty-first century, humanity has entered a phase of radical transformation, in which information technologies, artificial intelligence (AI), and the digital environment are shaping a new economic formation—a paradigm increasingly referred to in scholarly discourse as digitalism. This system is based on the migration of key elements of economic, social, and political life into virtual space, fundamentally altering structures of power, methods of production and governance, and the very nature of value. The central driving force of this new economic model is information. It replaces material resources and becomes the primary asset, while access to data emerges as the source of competitive advantage. AI becomes a key tool for the processing and capitalization of information. Unlike traditional formations, in which the human being was the sole economic agent, today we are witnessing the emergence of intelligent machines and algorithms capable of making decisions, shaping preferences, and even influencing political choices. Artificial intelligence is becoming a new economic agent—for the first time in human history, it is creating economic value alongside humans and participating equally in economic exchange. This generates a new balance of power: authority shifts from traditional institutions—such as nation-states, corporations, and mass media—to digital platforms, data centers, and AI developers. Machine learning systems, neural networks, and personalization algorithms are transforming everything—from marketing and logistics to public administration. A key feature of digitalism is the shift of the economic center of gravity from material production to information as a foundational resource. In the digital environment, economic value is created not through traditional factors—labor, capital, or natural resources—but through the capacity to collect, store, analyze, and monetize data. Information becomes the foundation for generating added value, while the management of information becomes a prerequisite for political and economic dominance. Algorithms capable of processing vast datasets, predicting consumer behavior, optimizing business processes, and even making executive decisions are moving to the forefront. Traditional forms of governance are increasingly being replaced by digital ecosystems, functioning according to the principles of machine learning and artificial analysis. In this new digital economy, the role of small states and their potential for collaboration to achieve leading results within the digitalist economy becomes particularly relevant. These countries face both challenges and opportunities. On one hand, limited access to traditional resources places them in a vulnerable position. On the other hand, digitalism provides a chance to integrate into global processes through the development of data centers, digital services, creative industries, and the export of knowledge. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Book chapter","Final","","Scopus","2-s2.0-105029233875"
"Vongpanich K.; Boonyapitaktumrong K.; Veerathanusvet C.; Kerdvibulvech C.","Vongpanich, Kulnapruek (60054711600); Boonyapitaktumrong, Kanyaphas (60054711700); Veerathanusvet, Cherliya (60054239600); Kerdvibulvech, Chutisant (23397129500)","60054711600; 60054711700; 60054239600; 23397129500","The Impact of Al on Enhancing Productivity in Digital Marketing Production","2025","APIT 2025 - 2025 7th Asia Pacific Information Technology Conference","","","","62","66","0","10.1145/3726101.3726112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013621602&doi=10.1145%2F3726101.3726112&partnerID=40&md5=0772a33fe064bce2e9cee4a689c9c5aa","This paper explores the impact of artificial intelligence (AI) on enhancing productivity in digital marketing production, focusing on its transformative potential, benefits, and limitations. AI has significantly streamlined digital marketing by automating repetitive tasks such as content generation and data analysis, enabling marketers to allocate more time to strategic and creative endeavors. However, AI's inability to replicate emotional depth and nuanced creativity necessitates human involvement to complete and refine creative work. Furthermore, concerns regarding privacy, data misuse, and potential plagiarism present critical challenges in adopting AI. Despite these drawbacks, the future of AI in creative industries lies in the synergistic integration of human creativity with machine efficiency. As AI tools continue to advance, they are expected to emulate human-like capabilities, enhancing the quality and speed of digital marketing processes. Ultimately, AI is poised to play a pivotal role in driving the evolution of creative industries, while still requiring human oversight and ingenuity to reach its full potential.  © 2025 Copyright held by the owner/author(s).","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105013621602"
"Pagani M.; Wind Y.","Pagani, Margherita (23100854400); Wind, Yoram (6602849994)","23100854400; 6602849994","Unlocking Marketing Creativity Using Artificial Intelligence","2025","Journal of Interactive Marketing","60","1","","1","24","30","10.1177/10949968241265855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215507574&doi=10.1177%2F10949968241265855&partnerID=40&md5=95e1ee920a3ed0d753080a515b192258","This article examines the role of artificial intelligence (AI) in enhancing marketing creativity by analyzing the synergy between computational and human creative processes. Through two studies, the authors investigate nongenerative and generative AI applications within marketing contexts using a conceptually driven and empirically derived approach. In Study 1, the authors observe how creative individuals, particularly artists, utilize AI and its effects on their creative experiences, revealing AI's role as (1) a new instrumental resource, (2) a tool for exploring possibilities, and (3) a means to deconstruct the creative process. Study 2 assesses 1,036 AI systems (2015–2021) and 241,292 AI models (2022–2024), categorizing them into four clusters and three levels of observed creativity. From these insights, the authors introduce a framework for AI-enabled creativity: (1) inspiring agile methods, (2) augmenting human creativity, and (3) inspiring unconventional thinking. Validated by three workshops, this framework equips marketing leaders with a deeper comprehension of AI's creative potential. The authors advocate for AI integration within agile, augmented, and unconventional marketing approaches, advancing our understanding of AI's contribution to marketing creativity. Additionally, they propose a research roadmap for empirical validation in real-world applications. © American Marketing Association 2024.","Article","Final","","Scopus","2-s2.0-85215507574"
"Thurlow D.","Thurlow, Drew (60342345500)","60342345500","Machine Music: How AI is Transforming Music's Next Act","2025","Machine Music: How AI is Transforming Music's Next Act","","","","1","184","0","10.4324/9781003499350","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028046767&doi=10.4324%2F9781003499350&partnerID=40&md5=2fbcdef80225e49c9e24525f0d821d2b","Machine Music: How AI is Transforming Music's Next Act explores the seismic impact of AI on the music industry – offering a sweeping yet grounded analysis of how AI and generative tools are reshaping what it means to make, monetize, and experience music. Written by a music executive and professional musician, this book blends insider insight, cutting-edge research, and compelling case studies to unpack the technological, legal, and ethical challenges facing artists, rightsholders, and fans. From AI-generated songs and synthetic voices, to AI-assisted music marketing campaigns, to new licensing models and live performance technology, it examines the forces disrupting the industry while offering a clear-eyed vision for a more creative and equitable future. Readers will come away with a comprehensive understanding of AI’s influence on every aspect of the music ecosystem, plus practical frameworks for navigating these changes. Each chapter combines history, analysis, and forward-looking predictions, making the book both intellectually rich and highly accessible. Machine Music will be of interest to music professionals, educators, policymakers, tech innovators, and readers curious about the future of creative work. Whether you’re an artist, executive, student, or simply a music fan, this book will change the way you think about music in the age of AI. © 2026 Drew Thurlow.","Book","Final","","Scopus","2-s2.0-105028046767"
"Todorova A.; Antonova D.","Todorova, Ana (58853670500); Antonova, Diana (57203925725)","58853670500; 57203925725","Smart Marketing Solutions: Applications with Artificial Intelligence to Increase the Effectiveness of Marketing Operations","2023","7th International Symposium on Multidisciplinary Studies and Innovative Technologies, ISMSIT 2023 - Proceedings","","","","","","11","10.1109/ISMSIT58785.2023.10304899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179126423&doi=10.1109%2FISMSIT58785.2023.10304899&partnerID=40&md5=ac7986508e2b686405e65a8042b6ef37","This report presents an overview of intelligent marketing solutions as a tool for optimising and achieving the effectiveness of marketing operations in a given business unit. The report focuses on specific application areas of AI-based tools, including content creation, audience segmentation, programmatic advertising, search engine optimisation, e-commerce, and chatbots. The topic of the importance of constant adaptation and innovation in marketing through the application of artificial intelligence is also touched on, and according to those directly involved in marketing, successful marketing strategies of the future will depend on the skilful use of AI tools and technologies in synergy with the human creative approach. The idea that AI-based marketing tools are becoming not only possible but a mandatory part of a company's strategy expands the horizons of both researchers and business experts in the marketing field. The former have the opportunity to track the real impact of the operationalization of artificial intelligence in organizational activity. At the same time, specialists from digital marketing agencies focus more intensively on their clients and their consumer preferences.  © 2023 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85179126423"
"Shende S.D.","Shende, Sushil Dashrath (57205439917)","57205439917","How AI- Powered Neuromarketing Is Revolutionizing Consumer Decision- Making","2026","Neuromarketing in the Age of AI","","","","139","174","0","10.4018/979-8-3373-1152-4.ch005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032945816&doi=10.4018%2F979-8-3373-1152-4.ch005&partnerID=40&md5=cf7ead13f5719cd693c25631114b0f7d","This chapter explores impact of neuroscience & artificial intelligence (AI) on consumer behavior analysis. It presents an overview of neuromarketing tools such as EEG, fMRI, eye- tracking, facial & galvanic skin response, detailing how these technologies uncover subconscious consumer responses. Through AI integration, neuromarketing achieves precision, scale, & speed in interpreting complex neural & biometric data. It further examines how companies like Coca- Cola, Unilever, & P&G apply AI- driven neuromarketing for ad optimization, product design, & personalized engagement. Ethical considerations surrounding privacy, bias, & manipulation are analyzed, along with regulatory frameworks like GDPR. It also discusses how emotional & creative stimuli influence purchasing decisions & how AI leverages these insights for hyper- personalized marketing. Finally, it outlines emerging trends such as emotionally intelligent AI, immersive technologies like AR/VR, & brain- computer interfaces, while emphasizing the importance of ethical implementation in shaping the future of consumer engagement. © 2026 by IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105032945816"
"Al Moosa H.A.; Sobaih A.E.E.; Zaiem I.; Alzahrani T.; Zouari E.A.; Alshebami A.S.; Edrees H.N.E.; Al-Qutaish A.A.","Al Moosa, Hayem A. (57203592105); Sobaih, Abu Elnasr E. (43762250600); Zaiem, Imed (6603643703); Alzahrani, Thamer (60015464300); Zouari, Eya A. (60096597200); Alshebami, Ali Saleh (57211347764); Edrees, Hussein N.E. (58115861500); Al-Qutaish, Amer A. (58030282200)","57203592105; 43762250600; 6603643703; 60015464300; 60096597200; 57211347764; 58115861500; 58030282200","The AI paradox in marketing: Fascination, resistance, and reinvention","2025","Journal of Open Innovation: Technology, Market, and Complexity","11","4","100629","","","0","10.1016/j.joitmc.2025.100629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015712291&doi=10.1016%2Fj.joitmc.2025.100629&partnerID=40&md5=73b0cb92d4cb7ae867138d16e2f97276","Grounded in the Technology Acceptance Model (TAM), this research explores how marketing professionals perceive AI adoption, examining the paradoxical tensions between technological fascination and professional resistance that challenge traditional TAM assumptions. This study draws on an exploratory qualitative approach involving 24 international marketing professionals (with 3–30 years of experience) from Africa, Europe, the United States, and the Gulf region. Data was collected through semi-structured interviews, using purposive sampling, and continued until theoretical saturation was achieved. Data analysis is based on a thematic content analysis method. Our analysis reveals three paradoxical perceptions (favorable, unfavorable, ambivalent) and identifies a novel five-category benefit taxonomy (technological, organizational, psychological, economic, communicational) alongside six barrier categories, challenging the linear adoption models prevalent in existing literature. The results show that professionals perceive AI primarily as a complementary tool that improves their individual performance while fundamentally transforming their profession. Theoretically, this study extends TAM by incorporating professional resistance and paradoxical adoption patterns, highlighting the limitations of linear acceptance models when applied to AI adoption within creative professional contexts. The study identifies the marketing experts’ perspectives on the future of their profession, the areas with high potential for AI impact, as well as the skills needed to remain relevant in the face of increasing integration of this technology. Practically, our findings provide a framework for managing AI adoption resistance in emerging markets and guidelines for organizations navigating the AI transformation paradox. Managerial implications are formulated to guide marketing professionals in the investment and use of AI, integrating it consistently into their daily practice. © 2025 The Authors","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105015712291"
